ligand,receptor,pathway_name,annotation
PROC,PROCR,PROCR,Secreted Signaling
PROC, HSP90AA1,PROCR,Secreted Signaling
PROC, F2R,PROCR,Secreted Signaling
AGT,AGTR2,AGT,Secreted Signaling
TAFA4,FPR1,TAFA,Secreted Signaling
CTSG,FPR1,CTSG,Secreted Signaling
MT-RNR2,FPR2,ANNEXIN,Secreted Signaling
ANXA1,FPR3,ANNEXIN,Secreted Signaling
MT-RNR2,FPR3,ANNEXIN,Secreted Signaling
GALP,GALR3,GALANIN,Secreted Signaling
GRP,NMBR,GRP,Secreted Signaling
PTPRS,NTRK3,PTPR,Secreted Signaling
VIP,SCTR,VIP,Secreted Signaling
SLITRK1,PTPRD,SLITRK,Secreted Signaling
SLITRK1,PTPRS,SLITRK,Secreted Signaling
SLITRK2,PTPRD,SLITRK,Secreted Signaling
SLITRK2,PTPRS,SLITRK,Secreted Signaling
SLITRK3,PTPRD,SLITRK,Secreted Signaling
SLITRK4,PTPRS,SLITRK,Secreted Signaling
SLITRK5,PTPRS,SLITRK,Secreted Signaling
SLITRK6,PTPRS,SLITRK,Secreted Signaling
BDNF,SORT1,NT,Secreted Signaling
BDNF,NGFR,NT,Secreted Signaling
IGFBP3,TMEM219,IGFBP,Secreted Signaling
LGALS9,CD22,GALECTIN,Secreted Signaling
LGALS9, BCR,GALECTIN,Secreted Signaling
LGALS9, PTPRC,GALECTIN,Secreted Signaling
LGALS9,P4HB,GALECTIN,Secreted Signaling
AMH,BMPR1B,AMH,Secreted Signaling
NTS,SORT1,NTS,Secreted Signaling
NRG1,ITGA6,NRG,Secreted Signaling
NRG1, ITGB4,NRG,Secreted Signaling
NTF3,NGFR,NT,Secreted Signaling
NTF4,NGFR,NT,Secreted Signaling
PPIA,BSG,CypA,Secreted Signaling
PROC,PROCR,PROC,Secreted Signaling
RAET1E,KLRK1,MHC-I,Secreted Signaling
RAET1E, HCST,MHC-I,Secreted Signaling
ULBP1,KLRK1,MHC-I,Secreted Signaling
ULBP1, HCST,MHC-I,Secreted Signaling
ULBP2,KLRK1,MHC-I,Secreted Signaling
ULBP2, HCST,MHC-I,Secreted Signaling
ULBP3,KLRK1,MHC-I,Secreted Signaling
ULBP3, HCST,MHC-I,Secreted Signaling
RBP4,STRA6,RBP4,Secreted Signaling
SLIT1,ROBO1,SLIT,Secreted Signaling
SLIT2,ROBO1,SLIT,Secreted Signaling
SLIT2,ROBO2,SLIT,Secreted Signaling
TULP1,TYRO3,TULP,Secreted Signaling
TULP2,TYRO3,TULP,Secreted Signaling
TULP1,AXL,TULP,Secreted Signaling
TULP1,MERTK,TULP,Secreted Signaling
TUB,MERTK,TULP,Secreted Signaling
PROS1,MERTK,PROS,Secreted Signaling
PLAU,PLAUR,PLAU,Secreted Signaling
VTN,PLAUR,VTN,ECM-Receptor
RELN,LRP8,RELN,ECM-Receptor
RELN,VLDLR,RELN,ECM-Receptor
ULBP3,KLRK1,MHC-I,Cell-Cell Contact
RAET1L,KLRK1,MHC-I,Cell-Cell Contact
CDH3,CDH3,CDH,Cell-Cell Contact
CDH12,ITGB1,CDH,Cell-Cell Contact
CDH12, ITGA1,CDH,Cell-Cell Contact
DSC1,DSG3,DESMOSOME,Cell-Cell Contact
DSC1,DSG4,DESMOSOME,Cell-Cell Contact
DSC2,DSG3,DESMOSOME,Cell-Cell Contact
DSC2,DSG4,DESMOSOME,Cell-Cell Contact
DSC3,DSG3,DESMOSOME,Cell-Cell Contact
DSC3,DSG4,DESMOSOME,Cell-Cell Contact
GJA5,GJA5,GAP,Cell-Cell Contact
GJA1,GJA5,GAP,Cell-Cell Contact
GJC1,GJA5,GAP,Cell-Cell Contact
GJA3,GJA5,GAP,Cell-Cell Contact
GJA1,GJA1,GAP,Cell-Cell Contact
GJC1,GJA1,GAP,Cell-Cell Contact
GJA3,GJA1,GAP,Cell-Cell Contact
GJC1,GJC1,GAP,Cell-Cell Contact
GJA3,GJC1,GAP,Cell-Cell Contact
GJA3,GJA3,GAP,Cell-Cell Contact
CLDN1,CLDN1,CLDN,Cell-Cell Contact
CLDN2,CLDN2,CLDN,Cell-Cell Contact
CLDN3,CLDN3,CLDN,Cell-Cell Contact
PCDHA10,PCDHA10,PCDH,Cell-Cell Contact
PCDHA11,PCDHA11,PCDH,Cell-Cell Contact
PCDHA12,PCDHA12,PCDH,Cell-Cell Contact
PCDHA13,PCDHA13,PCDH,Cell-Cell Contact
PCDHA1,PCDHA1,PCDH,Cell-Cell Contact
PCDHA2,PCDHA2,PCDH,Cell-Cell Contact
PCDHA3,PCDHA3,PCDH,Cell-Cell Contact
PCDHA4,PCDHA4,PCDH,Cell-Cell Contact
PCDHA5,PCDHA5,PCDH,Cell-Cell Contact
PCDHA6,PCDHA6,PCDH,Cell-Cell Contact
PCDHA7,PCDHA7,PCDH,Cell-Cell Contact
PCDHA8,PCDHA8,PCDH,Cell-Cell Contact
PCDHA9,PCDHA9,PCDH,Cell-Cell Contact
PCDHAC1,PCDHAC1,PCDH,Cell-Cell Contact
PCDHAC2,PCDHAC2,PCDH,Cell-Cell Contact
PCDHB1,PCDHB1,PCDH,Cell-Cell Contact
PCDHB10,PCDHB10,PCDH,Cell-Cell Contact
PCDHB11,PCDHB11,PCDH,Cell-Cell Contact
PCDHB12,PCDHB12,PCDH,Cell-Cell Contact
PCDHB13,PCDHB13,PCDH,Cell-Cell Contact
PCDHB14,PCDHB14,PCDH,Cell-Cell Contact
PCDHB15,PCDHB15,PCDH,Cell-Cell Contact
PCDHB16,PCDHB16,PCDH,Cell-Cell Contact
PCDHB2,PCDHB2,PCDH,Cell-Cell Contact
PCDHB3,PCDHB3,PCDH,Cell-Cell Contact
PCDHB4,PCDHB4,PCDH,Cell-Cell Contact
PCDHB5,PCDHB5,PCDH,Cell-Cell Contact
PCDHB6,PCDHB6,PCDH,Cell-Cell Contact
PCDHB7,PCDHB7,PCDH,Cell-Cell Contact
PCDHB8,PCDHB8,PCDH,Cell-Cell Contact
PCDHB9,PCDHB9,PCDH,Cell-Cell Contact
PCDHGA1,PCDHGA1,PCDH,Cell-Cell Contact
PCDHGA10,PCDHGA10,PCDH,Cell-Cell Contact
PCDHGA11,PCDHGA11,PCDH,Cell-Cell Contact
PCDHGA12,PCDHGA12,PCDH,Cell-Cell Contact
PCDHGA2,PCDHGA2,PCDH,Cell-Cell Contact
PCDHGA3,PCDHGA3,PCDH,Cell-Cell Contact
PCDHGA4,PCDHGA4,PCDH,Cell-Cell Contact
PCDHGA5,PCDHGA5,PCDH,Cell-Cell Contact
PCDHGA6,PCDHGA6,PCDH,Cell-Cell Contact
PCDHGA7,PCDHGA7,PCDH,Cell-Cell Contact
PCDHGA8,PCDHGA8,PCDH,Cell-Cell Contact
PCDHGA9,PCDHGA9,PCDH,Cell-Cell Contact
PCDHGB1,PCDHGB1,PCDH,Cell-Cell Contact
PCDHGB2,PCDHGB2,PCDH,Cell-Cell Contact
PCDHGB3,PCDHGB3,PCDH,Cell-Cell Contact
PCDHGB4,PCDHGB4,PCDH,Cell-Cell Contact
PCDHGB5,PCDHGB5,PCDH,Cell-Cell Contact
PCDHGB6,PCDHGB6,PCDH,Cell-Cell Contact
PCDHGB7,PCDHGB7,PCDH,Cell-Cell Contact
PCDHGC3,PCDHGC3,PCDH,Cell-Cell Contact
PCDHGC4,PCDHGC4,PCDH,Cell-Cell Contact
PCDHGC5,PCDHGC5,PCDH,Cell-Cell Contact
SDC1,ADGRA2,ADGRA,Cell-Cell Contact
SDC2,ADGRA2,ADGRA,Cell-Cell Contact
ITGAV,ADGRA2,ADGRA,Cell-Cell Contact
 ITGB3,ADGRA2,ADGRA,Cell-Cell Contact
TAX1BP3,ADGRB1,ADGRB,Cell-Cell Contact
RTN4R,ADGRB1,ADGRB,Cell-Cell Contact
ITGAV,ADGRB1,ADGRB,Cell-Cell Contact
 ITGB5,ADGRB1,ADGRB,Cell-Cell Contact
TAX1BP3,ADGRB2,ADGRB,Cell-Cell Contact
C1QL1,ADGRB3,ADGRB,Cell-Cell Contact
C1QL2,ADGRB3,ADGRB,Cell-Cell Contact
C1QL3,ADGRB3,ADGRB,Cell-Cell Contact
C1QL4,ADGRB3,ADGRB,Cell-Cell Contact
THY1,ADGRE2,ADGRE,Cell-Cell Contact
ITGAV,ADGRE2,ADGRE,Cell-Cell Contact
 ITGB1,ADGRE2,ADGRE,Cell-Cell Contact
 ITGB3,ADGRE2,ADGRE,Cell-Cell Contact
CD55,ADGRE5,ADGRE,Cell-Cell Contact
LPAR1,ADGRE5,ADGRE,Cell-Cell Contact
LPAR2,ADGRE5,ADGRE,Cell-Cell Contact
LPAR3,ADGRE5,ADGRE,Cell-Cell Contact
THY1,ADGRE5,ADGRE,Cell-Cell Contact
ITGAV,ADGRE5,ADGRE,Cell-Cell Contact
 ITGB1,ADGRE5,ADGRE,Cell-Cell Contact
 ITGB3,ADGRE5,ADGRE,Cell-Cell Contact
SFTPD,ADGRE5,ADGRE,Cell-Cell Contact
COL3A1,ADGRG1,ADGRG,Cell-Cell Contact
GAST,ADGRG1,ADGRG,Cell-Cell Contact
TGM2,ADGRG1,ADGRG,Cell-Cell Contact
COL4A1,ADGRG6,ADGRG,Cell-Cell Contact
COL4A2,ADGRG6,ADGRG,Cell-Cell Contact
COL4A3,ADGRG6,ADGRG,Cell-Cell Contact
COL4A4,ADGRG6,ADGRG,Cell-Cell Contact
COL4A5,ADGRG6,ADGRG,Cell-Cell Contact
COL4A6,ADGRG6,ADGRG,Cell-Cell Contact
LAMA2,ADGRG6,ADGRG,Cell-Cell Contact
PRNP,ADGRG6,ADGRG,Cell-Cell Contact
FLRT1,ADGRL1,ADGRL,Cell-Cell Contact
FLRT2,ADGRL1,ADGRL,Cell-Cell Contact
FLRT3,ADGRL1,ADGRL,Cell-Cell Contact
NRXN1,ADGRL1,ADGRL,Cell-Cell Contact
NRXN2,ADGRL1,ADGRL,Cell-Cell Contact
NRXN3,ADGRL1,ADGRL,Cell-Cell Contact
TENM1,ADGRL1,ADGRL,Cell-Cell Contact
TENM2,ADGRL1,ADGRL,Cell-Cell Contact
TENM3,ADGRL1,ADGRL,Cell-Cell Contact
TENM4,ADGRL1,ADGRL,Cell-Cell Contact
 TENM2,ADGRL1,ADGRL,Cell-Cell Contact
 TENM4,ADGRL1,ADGRL,Cell-Cell Contact
FLRT1,ADGRL2,ADGRL,Cell-Cell Contact
FLRT2,ADGRL2,ADGRL,Cell-Cell Contact
FLRT3,ADGRL2,ADGRL,Cell-Cell Contact
TENM1,ADGRL2,ADGRL,Cell-Cell Contact
TENM2,ADGRL2,ADGRL,Cell-Cell Contact
TENM3,ADGRL2,ADGRL,Cell-Cell Contact
TENM4,ADGRL2,ADGRL,Cell-Cell Contact
 TENM2,ADGRL2,ADGRL,Cell-Cell Contact
FLRT1,ADGRL3,ADGRL,Cell-Cell Contact
FLRT2,ADGRL3,ADGRL,Cell-Cell Contact
FLRT3,ADGRL3,ADGRL,Cell-Cell Contact
TENM1,ADGRL3,ADGRL,Cell-Cell Contact
TENM2,ADGRL3,ADGRL,Cell-Cell Contact
TENM3,ADGRL3,ADGRL,Cell-Cell Contact
TENM4,ADGRL3,ADGRL,Cell-Cell Contact
UNC5A,ADGRL3,ADGRL,Cell-Cell Contact
 TENM3,ADGRL3,ADGRL,Cell-Cell Contact
FLRT1,FLRT1,FLRT,Cell-Cell Contact
FLRT2,FLRT2,FLRT,Cell-Cell Contact
FLRT3,FLRT3,FLRT,Cell-Cell Contact
FLRT1,UNC5A,UNC5,Cell-Cell Contact
FLRT2,UNC5A,UNC5,Cell-Cell Contact
FLRT3,UNC5A,UNC5,Cell-Cell Contact
FLRT1,UNC5B,UNC5,Cell-Cell Contact
FLRT2,UNC5B,UNC5,Cell-Cell Contact
FLRT3,UNC5B,UNC5,Cell-Cell Contact
FLRT1,UNC5C,UNC5,Cell-Cell Contact
FLRT2,UNC5C,UNC5,Cell-Cell Contact
FLRT3,UNC5C,UNC5,Cell-Cell Contact
FLRT1,UNC5D,UNC5,Cell-Cell Contact
FLRT2,UNC5D,UNC5,Cell-Cell Contact
FLRT3,UNC5D,UNC5,Cell-Cell Contact
NRXN1,CLSTN1,NRXN,Cell-Cell Contact
NRXN2,CLSTN1,NRXN,Cell-Cell Contact
NRXN3,CLSTN1,NRXN,Cell-Cell Contact
NRXN1,CLSTN2,NRXN,Cell-Cell Contact
NRXN2,CLSTN2,NRXN,Cell-Cell Contact
NRXN3,CLSTN2,NRXN,Cell-Cell Contact
NRXN1,CLSTN3,NRXN,Cell-Cell Contact
NRXN2,CLSTN3,NRXN,Cell-Cell Contact
NRXN3,CLSTN3,NRXN,Cell-Cell Contact
NRXN1,DAG1,NRXN,Cell-Cell Contact
NRXN2,DAG1,NRXN,Cell-Cell Contact
LRFN4,PTPRD,PTPR,Cell-Cell Contact
LRFN4,PTPRF,PTPR,Cell-Cell Contact
LRFN4,PTPRS,PTPR,Cell-Cell Contact
LRFN5,PTPRD,PTPR,Cell-Cell Contact
LRFN5,PTPRF,PTPR,Cell-Cell Contact
LRFN5,PTPRS,PTPR,Cell-Cell Contact
LRRC4B,PTPRD,PTPR,Cell-Cell Contact
LRRC4B,PTPRS,PTPR,Cell-Cell Contact
LRRC4C,PTPRF,PTPR,Cell-Cell Contact
NRXN1,LRRTM1,NRXN,Cell-Cell Contact
NRXN2,LRRTM1,NRXN,Cell-Cell Contact
NRXN3,LRRTM1,NRXN,Cell-Cell Contact
NRXN1,LRRTM2,NRXN,Cell-Cell Contact
NRXN2,LRRTM2,NRXN,Cell-Cell Contact
NRXN3,LRRTM2,NRXN,Cell-Cell Contact
NRXN1,LRRTM3,NRXN,Cell-Cell Contact
NRXN2,LRRTM3,NRXN,Cell-Cell Contact
NRXN3,LRRTM3,NRXN,Cell-Cell Contact
NRXN1,LRRTM4,NRXN,Cell-Cell Contact
NRXN2,LRRTM4,NRXN,Cell-Cell Contact
NRXN3,LRRTM4,NRXN,Cell-Cell Contact
PTPRS,LRRTM4,PTPR,Cell-Cell Contact
APP,SORL1,APP,Cell-Cell Contact
APP,TNFRSF21,APP,Cell-Cell Contact
APP,TREM2,APP,Cell-Cell Contact
APP, TYROBP,APP,Cell-Cell Contact
ADORA3,ENTPD1,CD39,Cell-Cell Contact
APOA1,ABCA1,ApoA,Cell-Cell Contact
APOA1,AMN,ApoA,Cell-Cell Contact
APOA1, CUBN,ApoA,Cell-Cell Contact
APOA1,TREM2,ApoA,Cell-Cell Contact
APOA1, TYROBP,ApoA,Cell-Cell Contact
APOA2,TREM2,ApoA,Cell-Cell Contact
APOA2, TYROBP,ApoA,Cell-Cell Contact
APOB,APOBR,ApoB,Cell-Cell Contact
APOB,TREM2,ApoB,Cell-Cell Contact
APOB, TYROBP,ApoB,Cell-Cell Contact
APOE,TREM2,ApoE,Cell-Cell Contact
APOE, TYROBP,ApoE,Cell-Cell Contact
CD160,TNFRSF14,CD160,Cell-Cell Contact
CADM1,NECTIN3,CADM,Cell-Cell Contact
CADM3,CADM1,CADM,Cell-Cell Contact
CADM3,CADM4,CADM,Cell-Cell Contact
CADM3,EPB41L1,CADM,Cell-Cell Contact
CADM3,NECTIN3,CADM,Cell-Cell Contact
CD276,TREML2,CD276,Cell-Cell Contact
Cd99,Pilrb,CD99,Cell-Cell Contact
CEACAM1,CEACAM6,CEACAM,Cell-Cell Contact
CEACAM1,CEACAM8,CEACAM,Cell-Cell Contact
CEACAM5,CEACAM6,CEACAM,Cell-Cell Contact
CEACAM6,CEACAM6,CEACAM,Cell-Cell Contact
CEACAM8,CEACAM6,CEACAM,Cell-Cell Contact
CNTN1,NOTCH1,CNTN,Cell-Cell Contact
CNTN1,NOTCH2,CNTN,Cell-Cell Contact
CRTAM,CADM1,CADM,Cell-Cell Contact
LAIR1,LILRB4,LAIR1,Cell-Cell Contact
MICA,KLRK1,MHC-I,Cell-Cell Contact
MICA, HCST,MHC-I,Cell-Cell Contact
MICB,KLRK1,MHC-I,Cell-Cell Contact
MICB, HCST,MHC-I,Cell-Cell Contact
MMP2,ITGAV,MMP,Cell-Cell Contact
MMP2, ITGB3,MMP,Cell-Cell Contact
MMP2, MMP14,MMP,Cell-Cell Contact
NTN1,DCC,Netrin,Cell-Cell Contact
NTN1,DSCAM,Netrin,Cell-Cell Contact
NTN1,UNC5A,Netrin,Cell-Cell Contact
NTN1,UNC5B,Netrin,Cell-Cell Contact
NTN1,UNC5C,Netrin,Cell-Cell Contact
NTN4,NTRK2,Netrin,Cell-Cell Contact
NTN4,UNC5B,Netrin,Cell-Cell Contact
NTN4,UNC5D,Netrin,Cell-Cell Contact
CD200,CD200R1,CD200,Cell-Cell Contact
PECAM1,CD177,PECAM1,Cell-Cell Contact
PECAM1,CD38,PECAM2,Cell-Cell Contact
SIRPG,CD47,SIRP,Cell-Cell Contact
VCAM1,ITGAD,VCAM,Cell-Cell Contact
VCAM1, ITGB2,VCAM,Cell-Cell Contact
 TPH1, HTR3B,5-HT,Non-protein Signaling
 TPH1, HTR3C,5-HT,Non-protein Signaling
 TPH1, HTR3D,5-HT,Non-protein Signaling
 TPH1, HTR3E,5-HT,Non-protein Signaling
 TPH1,HTR3A,5-HT,Non-protein Signaling
SLC18A1, HTR3B,5-HT,Non-protein Signaling
SLC18A1, HTR3C,5-HT,Non-protein Signaling
SLC18A1, HTR3D,5-HT,Non-protein Signaling
SLC18A1, HTR3E,5-HT,Non-protein Signaling
SLC18A1,HTR3A,5-HT,Non-protein Signaling
SLC18A2, HTR3B,5-HT,Non-protein Signaling
SLC18A2, HTR3C,5-HT,Non-protein Signaling
SLC18A2, HTR3D,5-HT,Non-protein Signaling
SLC18A2, HTR3E,5-HT,Non-protein Signaling
SLC18A2,HTR3A,5-HT,Non-protein Signaling
SLC6A4, HTR3B,5-HT,Non-protein Signaling
SLC6A4, HTR3C,5-HT,Non-protein Signaling
SLC6A4, HTR3D,5-HT,Non-protein Signaling
SLC6A4, HTR3E,5-HT,Non-protein Signaling
SLC6A4,HTR3A,5-HT,Non-protein Signaling
 TPH2, HTR3B,5-HT,Non-protein Signaling
 TPH2, HTR3C,5-HT,Non-protein Signaling
 TPH2, HTR3D,5-HT,Non-protein Signaling
 TPH2, HTR3E,5-HT,Non-protein Signaling
 TPH2,HTR3A,5-HT,Non-protein Signaling
 CHAT, CHRNB1,Ach,Non-protein Signaling
 CHAT, CHRND,Ach,Non-protein Signaling
 CHAT, CHRNE,Ach,Non-protein Signaling
 CHAT,CHRNA1,Ach,Non-protein Signaling
SLC10A4, CHRNB1,Ach,Non-protein Signaling
SLC10A4, CHRND,Ach,Non-protein Signaling
SLC10A4, CHRNE,Ach,Non-protein Signaling
SLC10A4,CHRNA1,Ach,Non-protein Signaling
 CHAT, CHRNG,Ach,Non-protein Signaling
SLC10A4, CHRNG,Ach,Non-protein Signaling
 CHAT, CHRNB4,Ach,Non-protein Signaling
 CHAT,CHRNA3,Ach,Non-protein Signaling
SLC10A4, CHRNB4,Ach,Non-protein Signaling
SLC10A4,CHRNA3,Ach,Non-protein Signaling
 CHAT, CHRNB2,Ach,Non-protein Signaling
 CHAT,CHRNA4,Ach,Non-protein Signaling
SLC10A4, CHRNB2,Ach,Non-protein Signaling
SLC10A4,CHRNA4,Ach,Non-protein Signaling
SLC10A4,CHRNA7,Ach,Non-protein Signaling
 CHAT,CHRNA7,Ach,Non-protein Signaling
SLC18A3, CHRNB1,Ach,Non-protein Signaling
SLC18A3, CHRND,Ach,Non-protein Signaling
SLC18A3, CHRNE,Ach,Non-protein Signaling
SLC18A3,CHRNA1,Ach,Non-protein Signaling
SLC18A3, CHRNG,Ach,Non-protein Signaling
SLC18A3, CHRNB4,Ach,Non-protein Signaling
SLC18A3,CHRNA3,Ach,Non-protein Signaling
SLC18A3, CHRNB2,Ach,Non-protein Signaling
SLC18A3,CHRNA4,Ach,Non-protein Signaling
SLC18A3,CHRNA7,Ach,Non-protein Signaling
SLC5A7, CHRNB1,Ach,Non-protein Signaling
SLC5A7, CHRND,Ach,Non-protein Signaling
SLC5A7, CHRNE,Ach,Non-protein Signaling
SLC5A7,CHRNA1,Ach,Non-protein Signaling
SLC5A7, CHRNG,Ach,Non-protein Signaling
SLC5A7, CHRNB2,Ach,Non-protein Signaling
SLC5A7,CHRNA4,Ach,Non-protein Signaling
SLC5A7,CHRNA7,Ach,Non-protein Signaling
 GAD1, GABRB3,GABA-A,Non-protein Signaling
 GAD1, GABRG2,GABA-A,Non-protein Signaling
 GAD1,GABRA1,GABA-A,Non-protein Signaling
SLC32A1, GABRB3,GABA-A,Non-protein Signaling
SLC32A1, GABRG2,GABA-A,Non-protein Signaling
SLC32A1,GABRA1,GABA-A,Non-protein Signaling
 GAD1, GABRB2,GABA-A,Non-protein Signaling
SLC32A1, GABRB2,GABA-A,Non-protein Signaling
 GAD1, GABRD,GABA-A,Non-protein Signaling
SLC32A1, GABRD,GABA-A,Non-protein Signaling
 GAD1,GABRA2,GABA-A,Non-protein Signaling
SLC32A1,GABRA2,GABA-A,Non-protein Signaling
 GAD1,GABRA3,GABA-A,Non-protein Signaling
SLC32A1,GABRA3,GABA-A,Non-protein Signaling
 GAD1, GABRA3,GABA-A,Non-protein Signaling
 GAD1,GABRQ,GABA-A,Non-protein Signaling
SLC32A1, GABRA3,GABA-A,Non-protein Signaling
SLC32A1,GABRQ,GABA-A,Non-protein Signaling
 GAD1, GABRE,GABA-A,Non-protein Signaling
SLC32A1, GABRE,GABA-A,Non-protein Signaling
 GAD1,GABRA4,GABA-A,Non-protein Signaling
SLC32A1,GABRA4,GABA-A,Non-protein Signaling
 GAD1,GABRA5,GABA-A,Non-protein Signaling
SLC32A1,GABRA5,GABA-A,Non-protein Signaling
 GAD1,GABRA6,GABA-A,Non-protein Signaling
SLC32A1,GABRA6,GABA-A,Non-protein Signaling
 SLC6A1, GABRB3,GABA-A,Non-protein Signaling
 SLC6A1, GABRG2,GABA-A,Non-protein Signaling
 SLC6A1,GABRA1,GABA-A,Non-protein Signaling
GAD1, GABRB3,GABA-A,Non-protein Signaling
GAD1, GABRG2,GABA-A,Non-protein Signaling
GAD1,GABRA1,GABA-A,Non-protein Signaling
 SLC6A1, GABRB2,GABA-A,Non-protein Signaling
GAD1, GABRB2,GABA-A,Non-protein Signaling
 SLC6A1, GABRD,GABA-A,Non-protein Signaling
GAD1, GABRD,GABA-A,Non-protein Signaling
 SLC6A1,GABRA2,GABA-A,Non-protein Signaling
GAD1,GABRA2,GABA-A,Non-protein Signaling
 SLC6A1,GABRA3,GABA-A,Non-protein Signaling
GAD1,GABRA3,GABA-A,Non-protein Signaling
 SLC6A1, GABRA3,GABA-A,Non-protein Signaling
 SLC6A1,GABRQ,GABA-A,Non-protein Signaling
GAD1, GABRA3,GABA-A,Non-protein Signaling
GAD1,GABRQ,GABA-A,Non-protein Signaling
 SLC6A1, GABRE,GABA-A,Non-protein Signaling
GAD1, GABRE,GABA-A,Non-protein Signaling
 SLC6A1,GABRA4,GABA-A,Non-protein Signaling
GAD1,GABRA4,GABA-A,Non-protein Signaling
 SLC6A1,GABRA5,GABA-A,Non-protein Signaling
GAD1,GABRA5,GABA-A,Non-protein Signaling
 SLC6A1,GABRA6,GABA-A,Non-protein Signaling
GAD1,GABRA6,GABA-A,Non-protein Signaling
 SLC6A11, GABRB3,GABA-A,Non-protein Signaling
 SLC6A11, GABRG2,GABA-A,Non-protein Signaling
 SLC6A11,GABRA1,GABA-A,Non-protein Signaling
 SLC6A11, GABRB2,GABA-A,Non-protein Signaling
 SLC6A11, GABRD,GABA-A,Non-protein Signaling
 SLC6A11,GABRA2,GABA-A,Non-protein Signaling
 SLC6A11,GABRA3,GABA-A,Non-protein Signaling
 SLC6A11, GABRA3,GABA-A,Non-protein Signaling
 SLC6A11,GABRQ,GABA-A,Non-protein Signaling
 SLC6A11, GABRE,GABA-A,Non-protein Signaling
 SLC6A11,GABRA4,GABA-A,Non-protein Signaling
 SLC6A11,GABRA5,GABA-A,Non-protein Signaling
 SLC6A11,GABRA6,GABA-A,Non-protein Signaling
SLC6A12, GABRB3,GABA-A,Non-protein Signaling
SLC6A12, GABRG2,GABA-A,Non-protein Signaling
SLC6A12,GABRA1,GABA-A,Non-protein Signaling
SLC6A12, GABRB2,GABA-A,Non-protein Signaling
SLC6A12, GABRD,GABA-A,Non-protein Signaling
SLC6A12,GABRA2,GABA-A,Non-protein Signaling
SLC6A12,GABRA3,GABA-A,Non-protein Signaling
SLC6A12, GABRA3,GABA-A,Non-protein Signaling
SLC6A12,GABRQ,GABA-A,Non-protein Signaling
SLC6A12, GABRE,GABA-A,Non-protein Signaling
SLC6A12,GABRA4,GABA-A,Non-protein Signaling
SLC6A12,GABRA5,GABA-A,Non-protein Signaling
SLC6A12,GABRA6,GABA-A,Non-protein Signaling
 SLC6A13, GABRB3,GABA-A,Non-protein Signaling
 SLC6A13, GABRG2,GABA-A,Non-protein Signaling
 SLC6A13,GABRA1,GABA-A,Non-protein Signaling
 SLC6A13, GABRB2,GABA-A,Non-protein Signaling
 SLC6A13, GABRD,GABA-A,Non-protein Signaling
 SLC6A13,GABRA2,GABA-A,Non-protein Signaling
 SLC6A13,GABRA3,GABA-A,Non-protein Signaling
 SLC6A13, GABRA3,GABA-A,Non-protein Signaling
 SLC6A13,GABRQ,GABA-A,Non-protein Signaling
 SLC6A13, GABRE,GABA-A,Non-protein Signaling
 SLC6A13,GABRA4,GABA-A,Non-protein Signaling
 SLC6A13,GABRA5,GABA-A,Non-protein Signaling
 SLC6A13,GABRA6,GABA-A,Non-protein Signaling
 SLC6A6, GABRB3,GABA-A,Non-protein Signaling
 SLC6A6, GABRG2,GABA-A,Non-protein Signaling
 SLC6A6,GABRA1,GABA-A,Non-protein Signaling
 SLC6A6, GABRB2,GABA-A,Non-protein Signaling
 SLC6A6, GABRD,GABA-A,Non-protein Signaling
 SLC6A6,GABRA2,GABA-A,Non-protein Signaling
 SLC6A6,GABRA3,GABA-A,Non-protein Signaling
 SLC6A6, GABRA3,GABA-A,Non-protein Signaling
 SLC6A6,GABRQ,GABA-A,Non-protein Signaling
 SLC6A6, GABRE,GABA-A,Non-protein Signaling
 SLC6A6,GABRA4,GABA-A,Non-protein Signaling
 SLC6A6,GABRA5,GABA-A,Non-protein Signaling
 SLC6A6,GABRA6,GABA-A,Non-protein Signaling
 SLC6A8, GABRB3,GABA-A,Non-protein Signaling
 SLC6A8, GABRG2,GABA-A,Non-protein Signaling
 SLC6A8,GABRA1,GABA-A,Non-protein Signaling
 SLC6A8, GABRB2,GABA-A,Non-protein Signaling
 SLC6A8, GABRD,GABA-A,Non-protein Signaling
 SLC6A8,GABRA2,GABA-A,Non-protein Signaling
 SLC6A8,GABRA3,GABA-A,Non-protein Signaling
 SLC6A8, GABRA3,GABA-A,Non-protein Signaling
 SLC6A8,GABRQ,GABA-A,Non-protein Signaling
 SLC6A8, GABRE,GABA-A,Non-protein Signaling
 SLC6A8,GABRA4,GABA-A,Non-protein Signaling
 SLC6A8,GABRA5,GABA-A,Non-protein Signaling
 SLC6A8,GABRA6,GABA-A,Non-protein Signaling
 GAD2, GABRB3,GABA-A,Non-protein Signaling
 GAD2, GABRG2,GABA-A,Non-protein Signaling
 GAD2,GABRA1,GABA-A,Non-protein Signaling
 GAD2, GABRB2,GABA-A,Non-protein Signaling
 GAD2, GABRD,GABA-A,Non-protein Signaling
 GAD2,GABRA2,GABA-A,Non-protein Signaling
 GAD2,GABRA3,GABA-A,Non-protein Signaling
 GAD2, GABRA3,GABA-A,Non-protein Signaling
 GAD2,GABRQ,GABA-A,Non-protein Signaling
 GAD2, GABRE,GABA-A,Non-protein Signaling
 GAD2,GABRA4,GABA-A,Non-protein Signaling
